どっちかわからない,1285,1285,102,名詞,一般,*,*,*,*,どっちかわからない,ドッチカワカラナイ,ドッチカワカラナイ
理解できない,1285,1285,102,名詞,一般,*,*,*,*,理解できない,リカイデキナイ,リカイデキナイ
疲れた,1285,1285,102,名詞,一般,*,*,*,*,疲れた,ツカレタ,ツカレタ
誕生日,1285,1285,102,名詞,一般,*,*,*,*,誕生日,タンジョウビ,タンジョービ
